Source_Code,Source_Material
LEV_150_5176_347,High Grade Fresh
LEV_150_5176_461,High Grade Fresh
LEV_150_5176_462,High Grade Fresh
LEV_150_5177_139,Poor Grade Fresh
LEV_150_5177_239,Poor Grade Fresh
LEV_150_5177_330,High Grade Fresh
LEV_150_5177_430,High Grade Fresh
LEV_150_5178_147,Low Grade Fresh
LEV_150_5178_249,Low Grade Fresh
LEV_150_5178_338,Poor Grade Fresh
LEV_150_5178_451,Poor Grade Fresh
LEV_150_5178_452,Poor Grade Fresh
LEV_150_5180_490,High Grade Fresh
LEV_150_5181_131,Low Grade Fresh
LEV_150_5181_132,High Grade Fresh
LEV_150_5181_133,Poor Grade Fresh
LEV_150_5181_134,Low Grade Fresh
LEV_150_5181_135,Low Grade Fresh
LEV_150_5181_136,Poor Grade Fresh
LEV_150_5181_229,Low Grade Fresh
LEV_150_5181_230,High Grade Fresh
LEV_150_5181_231,Low Grade Fresh
LEV_150_5181_232,Poor Grade Fresh
LEV_150_5181_233,High Grade Fresh
LEV_150_5181_234,Low Grade Fresh
LEV_150_5181_235,Low Grade Fresh
LEV_150_5181_236,Poor Grade Fresh
LEV_150_5181_321,Low Grade Fresh
LEV_150_5181_322,High Grade Fresh
LEV_150_5181_323,Poor Grade Fresh
LEV_150_5181_324,Low Grade Fresh
LEV_150_5181_325,High Grade Fresh
LEV_150_5181_326,High Grade Fresh
LEV_150_5181_327,Poor Grade Fresh
LEV_150_5181_328,Low Grade Fresh
LEV_150_5181_329,Poor Grade Fresh
LEV_150_5181_422,Low Grade Fresh
LEV_150_5181_423,Poor Grade Fresh
LEV_150_5181_424,High Grade Fresh
LEV_150_5181_425,Low Grade Fresh
LEV_150_5181_426,Poor Grade Fresh
LEV_150_5181_427,High Grade Fresh
LEV_150_5181_428,Poor Grade Fresh
LEV_150_5181_429,Low Grade Fresh
LEV_150_5182_127,Low Grade Fresh
LEV_150_5182_128,Low Grade Fresh
LEV_150_5182_129,Poor Grade Fresh
LEV_150_5182_130,Low Grade Fresh
LEV_150_5182_224,Low Grade Fresh
LEV_150_5182_225,Poor Grade Fresh
LEV_150_5182_226,Poor Grade Fresh
LEV_150_5182_227,Low Grade Fresh
LEV_150_5182_228,Low Grade Fresh
LEV_150_5182_313,High Grade Fresh
LEV_150_5182_314,Low Grade Fresh
LEV_150_5182_315,High Grade Fresh
LEV_150_5182_316,Low Grade Fresh
LEV_150_5182_317,Poor Grade Fresh
LEV_150_5182_318,Low Grade Fresh
LEV_150_5182_319,Poor Grade Fresh
LEV_150_5182_320,High Grade Fresh
LEV_150_5182_415,High Grade Fresh
LEV_150_5182_416,Low Grade Fresh
LEV_150_5182_417,High Grade Fresh
LEV_150_5182_418,Poor Grade Fresh
LEV_150_5182_419,Poor Grade Fresh
LEV_150_5182_420,High Grade Fresh
LEV_150_5182_421,Low Grade Fresh
LEV_150_5183_119,Low Grade Fresh
LEV_150_5183_120,Low Grade Fresh
LEV_150_5183_121,High Grade Fresh
LEV_150_5183_122,Low Grade Fresh
LEV_150_5183_123,Low Grade Fresh
LEV_150_5183_124,Poor Grade Fresh
LEV_150_5183_125,High Grade Fresh
LEV_150_5183_126,Low Grade Fresh
LEV_150_5183_215,Low Grade Fresh
LEV_150_5183_216,High Grade Fresh
LEV_150_5183_217,Low Grade Fresh
LEV_150_5183_218,High Grade Fresh
LEV_150_5183_219,High Grade Fresh
LEV_150_5183_220,Low Grade Fresh
LEV_150_5183_221,Low Grade Fresh
LEV_150_5183_222,High Grade Fresh
LEV_150_5183_223,Low Grade Fresh
LEV_150_5183_306,Low Grade Fresh
LEV_150_5183_307,Low Grade Fresh
LEV_150_5183_308,High Grade Fresh
LEV_150_5183_309,Low Grade Fresh
LEV_150_5183_310,High Grade Fresh
LEV_150_5183_311,Poor Grade Fresh
LEV_150_5183_312,High Grade Fresh
LEV_150_5183_405,Low Grade Fresh
LEV_150_5183_406,Low Grade Fresh
LEV_150_5183_407,Low Grade Fresh
LEV_150_5183_408,High Grade Fresh
LEV_150_5183_409,Low Grade Fresh
LEV_150_5183_410,High Grade Fresh
LEV_150_5183_411,High Grade Fresh
LEV_150_5183_412,Poor Grade Fresh
LEV_150_5183_413,Poor Grade Fresh
LEV_150_5183_414,Poor Grade Fresh
LEV_150_5184_107,High Grade Fresh
LEV_150_5184_108,Low Grade Fresh
LEV_150_5184_109,Poor Grade Fresh
LEV_150_5184_110,Low Grade Fresh
LEV_150_5184_111,Low Grade Fresh
LEV_150_5184_112,Poor Grade Fresh
LEV_150_5184_113,Poor Grade Fresh
LEV_150_5184_114,Low Grade Fresh
LEV_150_5184_115,High Grade Fresh
LEV_150_5184_116,Low Grade Fresh
LEV_150_5184_117,High Grade Fresh
LEV_150_5184_118,Poor Grade Fresh
LEV_150_5184_204,High Grade Fresh
LEV_150_5184_205,Low Grade Fresh
LEV_150_5184_206,Poor Grade Fresh
LEV_150_5184_207,Low Grade Fresh
LEV_150_5184_208,Low Grade Fresh
LEV_150_5184_209,Poor Grade Fresh
LEV_150_5184_210,Low Grade Fresh
LEV_150_5184_211,High Grade Fresh
LEV_150_5184_212,Low Grade Fresh
LEV_150_5184_213,High Grade Fresh
LEV_150_5184_214,Poor Grade Fresh
LEV_150_5184_300,High Grade Fresh
LEV_150_5184_301,Poor Grade Fresh
LEV_150_5184_302,Low Grade Fresh
LEV_150_5184_303,Low Grade Fresh
LEV_150_5184_304,Low Grade Fresh
LEV_150_5184_305,High Grade Fresh
LEV_150_5184_400,High Grade Fresh
LEV_150_5184_401,Poor Grade Fresh
LEV_150_5184_402,Low Grade Fresh
LEV_150_5184_403,Low Grade Fresh
LEV_150_5184_404,High Grade Fresh
LEV_150_5185_101,Low Grade Fresh
LEV_150_5185_102,High Grade Fresh
LEV_150_5185_103,Low Grade Fresh
LEV_150_5185_104,High Grade Fresh
LEV_150_5185_105,Poor Grade Fresh
LEV_150_5185_106,Low Grade Fresh
LEV_150_5185_200,Low Grade Fresh
LEV_150_5185_201,High Grade Fresh
LEV_150_5185_202,Low Grade Fresh
LEV_150_5185_203,Low Grade Fresh
LEV_150_5186_101,Low Grade Fresh
LEV_150_5186_102,High Grade Fresh
LEV_150_5186_103,Low Grade Fresh
LEV_150_5186_104,High Grade Fresh
LEV_150_5186_105,Poor Grade Fresh
LEV_150_5186_106,Low Grade Fresh
LEV_150_5186_200,Low Grade Fresh
LEV_150_5186_201,High Grade Fresh
LEV_150_5186_202,Low Grade Fresh
LEV_150_5186_203,Low Grade Fresh
LEV_150_5187_101,Low Grade Fresh
LEV_150_5187_102,High Grade Fresh
LEV_150_5187_103,Low Grade Fresh
LEV_150_5187_104,High Grade Fresh
LEV_150_5187_105,Poor Grade Fresh
LEV_150_5187_106,Low Grade Fresh
LEV_150_5187_200,Low Grade Fresh
LEV_150_5187_201,High Grade Fresh
LEV_150_5187_202,Low Grade Fresh
LEV_150_5187_203,Low Grade Fresh
LEV_150_5188_140,Low Grade Fresh
LEV_150_5188_141,Poor Grade Fresh
LEV_150_5188_142,Low Grade Fresh
LEV_150_5188_143,Low Grade Fresh
LEV_150_5188_144,High Grade Fresh
LEV_150_5188_145,Low Grade Fresh
LEV_150_5188_240,High Grade Fresh
LEV_150_5188_241,Low Grade Fresh
LEV_150_5188_242,Poor Grade Fresh
LEV_150_5188_243,Low Grade Fresh
LEV_150_5188_244,High Grade Fresh
LEV_150_5188_245,Poor Grade Fresh
LEV_150_5188_246,Low Grade Fresh
LEV_150_5188_247,Low Grade Fresh
LEV_150_5188_331,Low Grade Fresh
LEV_150_5188_332,High Grade Fresh
LEV_150_5188_333,Poor Grade Fresh
LEV_150_5188_334,Poor Grade Fresh
LEV_150_5188_335,Low Grade Fresh
LEV_150_5188_336,Poor Grade Fresh
LEV_150_5188_337,Low Grade Fresh
LEV_150_5188_443,Low Grade Fresh
LEV_150_5188_444,High Grade Fresh
LEV_150_5188_445,High Grade Fresh
LEV_150_5188_446,Poor Grade Fresh
LEV_150_5188_447,High Grade Fresh
LEV_150_5188_448,Poor Grade Fresh
LEV_150_5188_450,High Grade Fresh
LEV_150_5188_997,Low Grade Fresh
LEV_150_5189_146,High Grade Fresh
LEV_150_5189_248,High Grade Fresh
LEV_150_5189_337,Low Grade Fresh
LEV_150_5189_450,Low Grade Fresh
LEV_150_5190_161,High Grade Fresh
LEV_150_5190_262,High Grade Fresh
LEV_150_5190_355,High Grade Fresh
LEV_150_5190_469,High Grade Fresh
LEV_150_5191_490,High Grade Fresh
LEV_150_5192_177,High Grade Fresh
LEV_150_5192_178,High Grade Fresh
LEV_150_5192_179,High Grade Fresh
LEV_150_5192_181,Poor Grade Fresh
LEV_150_5192_269,High Grade Fresh
LEV_150_5192_279,High Grade Fresh
LEV_150_5192_280,High Grade Fresh
LEV_150_5192_281,Poor Grade Fresh
LEV_150_5192_377,High Grade Fresh
LEV_150_5192_378,High Grade Fresh
LEV_150_5192_379,High Grade Fresh
LEV_150_5192_380,High Grade Fresh
LEV_150_5192_381,High Grade Fresh
LEV_150_5192_382,Low Grade Fresh
LEV_150_5192_383,High Grade Fresh
LEV_150_5192_384,Low Grade Fresh
LEV_150_5192_385,High Grade Fresh
LEV_150_5192_386,High Grade Fresh
LEV_150_5192_483,High Grade Fresh
LEV_150_5192_484,High Grade Fresh
LEV_150_5192_485,High Grade Fresh
LEV_150_5192_486,Low Grade Fresh
LEV_150_5192_487,Low Grade Fresh
LEV_150_5192_488,High Grade Fresh
LEV_150_5192_489,High Grade Fresh
LEV_150_5194_162,High Grade Fresh
LEV_150_5194_163,High Grade Fresh
LEV_150_5194_164,Low Grade Fresh
LEV_150_5194_165,High Grade Fresh
LEV_150_5194_166,Poor Grade Fresh
LEV_150_5194_263,High Grade Fresh
LEV_150_5194_264,High Grade Fresh
LEV_150_5194_265,Low Grade Fresh
LEV_150_5194_266,Poor Grade Fresh
LEV_150_5194_356,High Grade Fresh
LEV_150_5194_357,Low Grade Fresh
LEV_150_5194_358,High Grade Fresh
LEV_150_5194_359,Low Grade Fresh
LEV_150_5194_367,High Grade Fresh
LEV_150_5194_368,Low Grade Fresh
LEV_150_5194_369,Low Grade Fresh
LEV_150_5194_370,High Grade Fresh
LEV_150_5194_371,Low Grade Fresh
LEV_150_5194_372,High Grade Fresh
LEV_150_5194_373,High Grade Fresh
LEV_150_5194_374,Low Grade Fresh
LEV_150_5194_375,High Grade Fresh
LEV_150_5194_376,High Grade Fresh
LEV_150_5194_471,Low Grade Fresh
LEV_150_5194_472,Low Grade Fresh
LEV_150_5194_473,Low Grade Fresh
LEV_150_5194_479,High Grade Fresh
LEV_150_5194_482,Low Grade Fresh
LEV_150_5195_167,High Grade Fresh
LEV_150_5195_168,High Grade Fresh
LEV_150_5195_169,High Grade Fresh
LEV_150_5195_173,Low Grade Fresh
LEV_150_5195_267,High Grade Fresh
LEV_150_5195_268,High Grade Fresh
LEV_150_5195_270,High Grade Fresh
LEV_150_5195_271,High Grade Fresh
LEV_150_5195_272,Low Grade Fresh
LEV_150_5195_273,Low Grade Fresh
LEV_150_5195_274,Low Grade Fresh
LEV_150_5195_360,High Grade Fresh
LEV_150_5195_361,High Grade Fresh
LEV_150_5195_362,High Grade Fresh
LEV_150_5195_363,Low Grade Fresh
LEV_150_5195_364,Low Grade Fresh
LEV_150_5195_367,High Grade Fresh
LEV_150_5195_368,Low Grade Fresh
LEV_150_5195_369,Low Grade Fresh
LEV_150_5195_370,High Grade Fresh
LEV_150_5195_371,Low Grade Fresh
LEV_150_5195_372,High Grade Fresh
LEV_150_5195_373,High Grade Fresh
LEV_150_5195_374,Low Grade Fresh
LEV_150_5195_375,High Grade Fresh
LEV_150_5195_376,High Grade Fresh
LEV_150_5195_475,High Grade Fresh
LEV_150_5195_477,High Grade Fresh
LEV_150_5195_478,High Grade Fresh
LEV_150_5196_174,High Grade Fresh
LEV_150_5196_175,Low Grade Fresh
LEV_150_5196_176,Poor Grade Fresh
LEV_150_5196_275,High Grade Fresh
LEV_150_5196_276,Low Grade Fresh
LEV_150_5196_277,Poor Grade Fresh
LEV_150_5196_278,Poor Grade Fresh
LEV_150_5196_365,High Grade Fresh
LEV_150_5196_366,Low Grade Fresh
LEV_150_5196_367,High Grade Fresh
LEV_150_5196_368,Low Grade Fresh
LEV_150_5196_369,Low Grade Fresh
LEV_150_5196_370,High Grade Fresh
LEV_150_5196_371,Low Grade Fresh
LEV_150_5196_372,High Grade Fresh
LEV_150_5196_373,High Grade Fresh
LEV_150_5196_374,Low Grade Fresh
LEV_150_5196_375,High Grade Fresh
LEV_150_5196_376,High Grade Fresh
LEV_150_5196_480,Low Grade Fresh
LEV_150_5197_156,Low Grade Fresh
LEV_150_5197_157,High Grade Fresh
LEV_150_5197_159,High Grade Fresh
LEV_150_5197_160,High Grade Fresh
LEV_150_5197_260,Low Grade Fresh
LEV_150_5197_261,High Grade Fresh
LEV_150_5197_352,Low Grade Fresh
LEV_150_5197_353,High Grade Fresh
LEV_150_5197_354,High Grade Fresh
LEV_150_5197_367,High Grade Fresh
LEV_150_5197_368,Low Grade Fresh
LEV_150_5197_369,Low Grade Fresh
LEV_150_5197_370,High Grade Fresh
LEV_150_5197_371,Low Grade Fresh
LEV_150_5197_372,High Grade Fresh
LEV_150_5197_373,High Grade Fresh
LEV_150_5197_374,Low Grade Fresh
LEV_150_5197_375,High Grade Fresh
LEV_150_5197_376,High Grade Fresh
LEV_150_5197_481,Low Grade Fresh
LEV_160_3137_140,High Grade Fresh
LEV_160_3137_141,Low Grade Fresh
LEV_160_3137_142,Poor Grade Fresh
LEV_160_3137_143,Poor Grade Fresh
LEV_160_3137_144,High Grade Fresh
LEV_160_5127_136,High Grade Fresh
LEV_160_5127_137,Low Grade Fresh
LEV_160_5127_138,Low Grade Fresh
LEV_160_5127_139,Poor Grade Fresh
LEV_160_5127_140,Poor Grade Fresh
LEV_160_5127_203,High Grade Fresh
LEV_160_5127_204,Low Grade Fresh
LEV_160_5127_208,High Grade Fresh
LEV_160_5127_210,Low Grade Fresh
LEV_160_5127_216,Poor Grade Fresh
LEV_160_5127_217,Low Grade Fresh
LEV_160_5127_240,Poor Grade Fresh
LEV_160_5127_241,Low Grade Fresh
LEV_160_5128_112,High Grade Fresh
LEV_160_5128_113,Low Grade Fresh
LEV_160_5128_114,Low Grade Fresh
LEV_160_5128_115,Low Grade Fresh
LEV_160_5128_116,Low Grade Fresh
LEV_160_5128_117,Low Grade Fresh
LEV_160_5128_201,High Grade Fresh
LEV_160_5128_202,Low Grade Fresh
LEV_160_5128_203,High Grade Fresh
LEV_160_5128_204,Low Grade Fresh
LEV_160_5128_205,Low Grade Fresh
LEV_160_5128_206,Poor Grade Fresh
LEV_160_5129_118,Low Grade Fresh
LEV_160_5129_119,Poor Grade Fresh
LEV_160_5129_120,High Grade Fresh
LEV_160_5129_121,Poor Grade Fresh
LEV_160_5129_122,Poor Grade Fresh
LEV_160_5129_123,Poor Grade Fresh
LEV_160_5129_206,Low Grade Fresh
LEV_160_5129_207,Poor Grade Fresh
LEV_160_5130_123,Poor Grade Fresh
LEV_160_5130_124,Low Grade Fresh
LEV_160_5130_125,Low Grade Fresh
LEV_160_5130_126,Poor Grade Fresh
LEV_160_5130_127,High Grade Fresh
LEV_160_5130_128,Poor Grade Fresh
LEV_160_5130_129,Low Grade Fresh
LEV_160_5130_130,Poor Grade Fresh
LEV_160_5130_208,High Grade Fresh
LEV_160_5130_209,Low Grade Fresh
LEV_160_5130_210,Low Grade Fresh
LEV_160_5130_211,Low Grade Fresh
LEV_160_5130_212,Low Grade Fresh
LEV_160_5130_213,Poor Grade Fresh
LEV_160_5130_214,Poor Grade Fresh
LEV_160_5131_215,High Grade Fresh
LEV_160_5131_216,Poor Grade Fresh
LEV_160_5131_217,Low Grade Fresh
LEV_160_5131_218,Low Grade Fresh
LEV_160_5131_219,Poor Grade Fresh
LEV_160_5131_220,Poor Grade Fresh
LEV_160_5131_221,Poor Grade Fresh
LEV_160_5132_109,Low Grade Fresh
LEV_160_5132_110,Poor Grade Fresh
LEV_160_5132_111,Poor Grade Fresh
LEV_160_5132_225,High Grade Fresh
LEV_160_5132_226,High Grade Fresh
LEV_160_5132_227,High Grade Fresh
LEV_160_5132_228,Low Grade Fresh
LEV_160_5133_131,Low Grade Fresh
LEV_160_5133_230,High Grade Fresh
LEV_160_5133_231,Low Grade Fresh
LEV_160_5133_232,Poor Grade Fresh
LEV_160_5133_233,Low Grade Fresh
LEV_160_5133_234,High Grade Fresh
LEV_160_5134_103,High Grade Fresh
LEV_160_5134_104,High Grade Fresh
LEV_160_5134_105,Low Grade Fresh
LEV_160_5134_106,Poor Grade Fresh
LEV_160_5134_107,Poor Grade Fresh
LEV_160_5134_108,Poor Grade Fresh
LEV_160_5134_215,High Grade Fresh
LEV_160_5134_216,Poor Grade Fresh
LEV_160_5134_217,Low Grade Fresh
LEV_160_5134_218,Low Grade Fresh
LEV_160_5134_219,Poor Grade Fresh
LEV_160_5134_220,Poor Grade Fresh
LEV_160_5134_221,Poor Grade Fresh
LEV_160_5135_101,High Grade Fresh
LEV_160_5135_102,Poor Grade Fresh
LEV_160_5135_222,High Grade Fresh
LEV_160_5135_223,Poor Grade Fresh
LEV_160_5135_224,Poor Grade Fresh
LEV_160_5136_235,Low Grade Fresh
LEV_160_5136_236,Poor Grade Fresh
LEV_160_5136_237,High Grade Fresh
LEV_160_5136_238,Low Grade Fresh
LEV_160_5136_239,High Grade Fresh
LEV_160_5136_301,Low Grade Fresh
LEV_160_5136_302,Poor Grade Fresh
LEV_160_5136_303,High Grade Fresh
LEV_160_5136_304,Low Grade Fresh
LEV_160_5136_305,High Grade Fresh
LEV_160_5136_H01,High Grade Fresh
LEV_160_5136_H02,Low Grade Fresh
LEV_160_5137_242,High Grade Fresh
LEV_160_5137_243,Low Grade Fresh
LEV_160_5137_244,High Grade Fresh
LEV_160_5137_245,Low Grade Fresh
LEV_160_5137_246,Poor Grade Fresh
LEV_160_5140_144,Poor Grade Fresh
LEV_160_5140_145,High Grade Fresh
LEV_160_5140_146,Poor Grade Fresh
LEV_160_5140_147,Low Grade Fresh
LEV_160_5140_148,Low Grade Fresh
LEV_160_5140_149,High Grade Fresh
LEV_160_5140_150,Low Grade Fresh
LEV_160_5140_151,High Grade Fresh
LEV_160_5140_152,Poor Grade Fresh
LEV_160_5140_153,High Grade Fresh
LEV_160_5140_247,Low Grade Fresh
LEV_160_5140_248,High Grade Fresh
LEV_160_5140_249,Low Grade Fresh
LEV_160_5140_250,Low Grade Fresh
LEV_160_5140_251,Low Grade Fresh
LEV_160_5140_252,High Grade Fresh
LEV_160_5141_263,Low Grade Fresh
LEV_160_5142_160,Poor Grade Fresh
LEV_160_5142_161,Low Grade Fresh
LEV_160_5142_162,High Grade Fresh
LEV_160_5142_163,Poor Grade Fresh
LEV_160_5142_164,High Grade Fresh
LEV_160_5142_258,High Grade Fresh
LEV_160_5142_259,High Grade Fresh
LEV_160_5142_260,High Grade Fresh
LEV_160_5143_183,Poor Grade Fresh
LEV_160_5143_184,Low Grade Fresh
LEV_160_5143_185,High Grade Fresh
LEV_160_5143_186,Low Grade Fresh
LEV_160_5143_187,High Grade Fresh
LEV_160_5143_188,High Grade Fresh
LEV_160_5143_1C6,High Grade Fresh
LEV_160_5143_1C7,High Grade Fresh
LEV_160_5143_1C8,High Grade Fresh
LEV_160_5143_283,Poor Grade Fresh
LEV_160_5143_284,Low Grade Fresh
LEV_160_5143_285,Low Grade Fresh
LEV_160_5143_286,Low Grade Fresh
LEV_160_5143_287,High Grade Fresh
LEV_160_5143_288,High Grade Fresh
LEV_160_5143_299,Low Grade Fresh
LEV_160_5143_2B8,High Grade Fresh
LEV_160_5143_2B9,High Grade Fresh
LEV_160_5143_2C0,Poor Grade Fresh
LEV_160_5143_2C1,Poor Grade Fresh
LEV_160_5143_2C2,High Grade Fresh
LEV_160_5143_2C8,High Grade Fresh
LEV_160_5143_350,Low Grade Fresh
LEV_160_5143_351,High Grade Fresh
LEV_160_5143_352,Low Grade Fresh
LEV_160_5143_353,High Grade Fresh
LEV_160_5143_354,Poor Grade Fresh
LEV_160_5143_355,Low Grade Fresh
LEV_160_5143_356,High Grade Fresh
LEV_160_5143_357,Low Grade Fresh
LEV_160_5143_443,Low Grade Fresh
LEV_160_5143_444,High Grade Fresh
LEV_160_5143_445,High Grade Fresh
LEV_160_5143_446,Low Grade Fresh
LEV_160_5143_447,Low Grade Fresh
LEV_160_5143_448,High Grade Fresh
LEV_160_5143_449,Low Grade Fresh
LEV_160_5144_1C6,High Grade Fresh
LEV_160_5144_1C7,High Grade Fresh
LEV_160_5144_1C8,High Grade Fresh
LEV_160_5144_2B8,High Grade Fresh
LEV_160_5144_2B9,High Grade Fresh
LEV_160_5144_2C0,Poor Grade Fresh
LEV_160_5144_2C1,Poor Grade Fresh
LEV_160_5144_2C2,High Grade Fresh
LEV_160_5144_2C8,High Grade Fresh
LEV_160_5144_350,Low Grade Fresh
LEV_160_5144_351,High Grade Fresh
LEV_160_5144_352,Low Grade Fresh
LEV_160_5144_353,High Grade Fresh
LEV_160_5144_354,Poor Grade Fresh
LEV_160_5144_355,Low Grade Fresh
LEV_160_5144_356,High Grade Fresh
LEV_160_5144_357,Low Grade Fresh
LEV_160_5144_443,Low Grade Fresh
LEV_160_5144_444,High Grade Fresh
LEV_160_5144_445,High Grade Fresh
LEV_160_5144_446,Low Grade Fresh
LEV_160_5144_447,Low Grade Fresh
LEV_160_5144_448,High Grade Fresh
LEV_160_5144_449,Low Grade Fresh
LEV_160_5145_18B,High Grade Fresh
LEV_160_5145_1A8,High Grade Fresh
LEV_160_5145_1A9,High Grade Fresh
LEV_160_5145_1B1,Low Grade Fresh
LEV_160_5145_1B2,High Grade Fresh
LEV_160_5145_2B3,High Grade Fresh
LEV_160_5145_2B4,High Grade Fresh
LEV_160_5145_2B5,Poor Grade Fresh
LEV_160_5145_2B6,Low Grade Fresh
LEV_160_5145_2B7,High Grade Fresh
LEV_160_5145_349,High Grade Fresh
LEV_160_5145_350,High Grade Fresh
LEV_160_5145_351,Low Grade Fresh
LEV_160_5145_352,High Grade Fresh
LEV_160_5145_437,High Grade Fresh
LEV_160_5145_438,High Grade Fresh
LEV_160_5145_439,Low Grade Fresh
LEV_160_5145_440,Poor Grade Fresh
LEV_160_5145_441,High Grade Fresh
LEV_160_5145_442,Poor Grade Fresh
LEV_160_5146_1C6,High Grade Fresh
LEV_160_5146_1C7,High Grade Fresh
LEV_160_5146_1C8,High Grade Fresh
LEV_160_5146_2B8,High Grade Fresh
LEV_160_5146_2B9,High Grade Fresh
LEV_160_5146_2C0,Poor Grade Fresh
LEV_160_5146_2C1,Poor Grade Fresh
LEV_160_5146_2C2,High Grade Fresh
LEV_160_5146_2C8,High Grade Fresh
LEV_160_5146_350,Low Grade Fresh
LEV_160_5146_351,High Grade Fresh
LEV_160_5146_352,Low Grade Fresh
LEV_160_5146_353,High Grade Fresh
LEV_160_5146_354,Poor Grade Fresh
LEV_160_5146_355,Low Grade Fresh
LEV_160_5146_356,High Grade Fresh
LEV_160_5146_357,Low Grade Fresh
LEV_160_5146_443,Low Grade Fresh
LEV_160_5146_444,High Grade Fresh
LEV_160_5146_445,High Grade Fresh
LEV_160_5146_446,Low Grade Fresh
LEV_160_5146_447,Low Grade Fresh
LEV_160_5146_448,High Grade Fresh
LEV_160_5146_449,Low Grade Fresh
LEV_160_5147_2B8,High Grade Fresh
LEV_160_5147_2B9,High Grade Fresh
LEV_160_5147_2C0,Poor Grade Fresh
LEV_160_5147_2C1,Poor Grade Fresh
LEV_160_5147_2C2,High Grade Fresh
LEV_160_5147_2C8,High Grade Fresh
LEV_160_5147_350,Low Grade Fresh
LEV_160_5147_351,High Grade Fresh
LEV_160_5147_352,Low Grade Fresh
LEV_160_5147_353,High Grade Fresh
LEV_160_5147_354,Poor Grade Fresh
LEV_160_5147_355,Low Grade Fresh
LEV_160_5147_356,High Grade Fresh
LEV_160_5147_357,Low Grade Fresh
LEV_160_5147_443,Low Grade Fresh
LEV_160_5147_444,High Grade Fresh
LEV_160_5147_445,High Grade Fresh
LEV_160_5147_446,Low Grade Fresh
LEV_160_5147_447,Low Grade Fresh
LEV_160_5147_448,High Grade Fresh
LEV_160_5147_449,Low Grade Fresh
LEV_160_5148_154,Poor Grade Fresh
LEV_160_5148_155,High Grade Fresh
LEV_160_5148_253,Low Grade Fresh
LEV_160_5148_254,Poor Grade Fresh
LEV_160_5148_255,High Grade Fresh
LEV_160_5148_256,Low Grade Fresh
LEV_160_5148_257,High Grade Fresh
LEV_160_5148_306,Poor Grade Fresh
LEV_160_5148_307,High Grade Fresh
LEV_160_5150_1B5,Poor Grade Fresh
LEV_160_5150_1B6,Poor Grade Fresh
LEV_160_5150_1B7,High Grade Fresh
LEV_160_5150_1B8,High Grade Fresh
LEV_160_5150_1B9,High Grade Fresh
LEV_160_5150_1C1,Low Grade Fresh
LEV_160_5150_1C2,High Grade Fresh
LEV_160_5150_1C3,High Grade Fresh
LEV_160_5150_1C4,Low Grade Fresh
LEV_160_5150_1C5,High Grade Fresh
LEV_160_5151_1B5,Poor Grade Fresh
LEV_160_5151_1B6,Poor Grade Fresh
LEV_160_5151_1B7,High Grade Fresh
LEV_160_5151_1B8,High Grade Fresh
LEV_160_5151_1B9,High Grade Fresh
LEV_160_51511B10,Low Grade Fresh
LEV_160_51511B11,High Grade Fresh
LEV_160_51511B12,High Grade Fresh
LEV_160_51511B13,Low Grade Fresh
LEV_160_51511B14,High Grade Fresh
LEV_160_5152_1B5,Poor Grade Fresh
LEV_160_5152_1B6,Poor Grade Fresh
LEV_160_5152_1B7,High Grade Fresh
LEV_160_5152_1B8,High Grade Fresh
LEV_160_5152_1B9,High Grade Fresh
LEV_160_51521B10,Low Grade Fresh
LEV_160_51521B11,High Grade Fresh
LEV_160_51521B12,High Grade Fresh
LEV_160_51521B13,Low Grade Fresh
LEV_160_51521B14,High Grade Fresh
LEV_160_5153_1B10,Low Grade Fresh
LEV_160_5153_1B11,High Grade Fresh
LEV_160_5153_1B12,High Grade Fresh
LEV_160_5153_1B13,Low Grade Fresh
LEV_160_5153_1B14,High Grade Fresh
LEV_160_5153_1B5,Poor Grade Fresh
LEV_160_5153_1B6,Poor Grade Fresh
LEV_160_5153_1B7,High Grade Fresh
LEV_160_5153_1B8,High Grade Fresh
LEV_160_5153_1B9,High Grade Fresh
LEV_160_51531B10,Low Grade Fresh
LEV_160_51531B11,High Grade Fresh
LEV_160_51531B12,High Grade Fresh
LEV_160_51531B13,Low Grade Fresh
LEV_160_51531B14,High Grade Fresh
LEV_160_5154_170,Poor Grade Fresh
LEV_160_5156_1A6,High Grade Fresh
LEV_160_5156_1A7,Low Grade Fresh
LEV_160_5156_2B0,Low Grade Fresh
LEV_160_5156_2B1,High Grade Fresh
LEV_160_5156_2B2,Poor Grade Fresh
LEV_160_5156_344,Low Grade Fresh
LEV_160_5156_345,High Grade Fresh
LEV_160_5156_346,Low Grade Fresh
LEV_160_5156_347,Low Grade Fresh
LEV_160_5156_348,Poor Grade Fresh
LEV_160_5156_435,High Grade Fresh
LEV_160_5156_436,Low Grade Fresh
LEV_160_5157_165,Low Grade Fresh
LEV_160_5157_166,High Grade Fresh
LEV_160_5157_167,Low Grade Fresh
LEV_160_5157_168,Low Grade Fresh
LEV_160_5157_261,Poor Grade Fresh
LEV_160_5157_262,High Grade Fresh
LEV_160_5158_189,High Grade Fresh
LEV_160_5158_190,High Grade Fresh
LEV_160_5158_191,Low Grade Fresh
LEV_160_5158_192,Low Grade Fresh
LEV_160_5158_193,Poor Grade Fresh
LEV_160_5158_194,Poor Grade Fresh
LEV_160_5158_195,Poor Grade Fresh
